scenario,time,active_operating_mode_name,fleet_shift_count,fleet_shift_timer,face1_target_extraction_rate,face1_real_extraction_rate,face1_achieved_extraction_rate,face1_operational_downtime_fraction,face2_target_extraction_rate,face2_real_extraction_rate,face2_achieved_extraction_rate,face2_operational_downtime_fraction,total_target_extraction_rate,total_real_extraction_rate,total_achieved_extraction_rate,capacity_gap_rate,capacity_utilization,Ore1Stock_mass,Ore2Stock_mass,total_system_ore_mass,mixed_ore1_fraction
Equal Fleet Allocation,29.0,MODE_A,59,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,56341.67882491442,3658.3211750855316,59999.999999999956,0.6631832047247168
Equal Fleet Allocation,29.5,MODE_A,60,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,56531.228439088576,3468.771560911381,59999.999999999956,0.6631832047247168
Equal Fleet Allocation,30.0,MODE_A,61,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,56720.77805326273,3279.2219467372306,59999.999999999956,0.6631832047247168
Equal Fleet Allocation,30.5,MODE_A,62,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,56910.32766743688,3089.67233256308,59999.99999999996,0.6631832047247168
Equal Fleet Allocation,31.0,MODE_A,63,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,57099.877281611036,2900.1227183889296,59999.99999999996,0.6631832047247168
Equal Fleet Allocation,31.5,MODE_A,64,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,57289.42689578519,2710.573104214779,59999.99999999997,0.6631832047247168
Equal Fleet Allocation,32.0,MODE_A,65,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,57478.97650995934,2521.0234900406285,59999.99999999997,0.6631832047247168
Equal Fleet Allocation,32.5,MODE_A,66,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,57668.526124133496,2331.473875866478,59999.99999999997,0.6631832047247168
Equal Fleet Allocation,33.0,MODE_A,67,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,57858.07573830765,2141.9242616923275,59999.99999999998,0.6631832047247168
Equal Fleet Allocation,33.5,MODE_A,68,0.0,3000.0,5928750.0,3000.0,0.0,3000.0,5292368.421052632,3000.0,0.0,6000.0,11221118.421052631,6000.0,0.0,1.0,58047.6253524818,1952.374647518177,59999.99999999998,0.6631832047247168
Equal Fleet Allocation,34.0,SHUTDOWN,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58237.174966655955,1762.8250333440265,59999.999999999985,1.0
Equal Fleet Allocation,34.5,SHUTDOWN,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58237.174966655955,1762.8250333440265,59999.999999999985,1.0
Equal Fleet Allocation,35.0,MODE_B,71,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,58237.174966655955,1762.8250333440265,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,35.5,MODE_B,72,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,57727.76961941269,2272.2303805872907,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,36.0,MODE_B,73,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,57218.36427216943,2781.635727830555,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,36.5,MODE_B,74,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,56708.95892492616,3291.0410750738192,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,37.0,MODE_B,75,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,56199.5535776829,3800.4464223170835,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,37.5,MODE_B,76,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,55690.148230439634,4309.851769560348,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,38.0,MODE_B,77,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,55180.74288319637,4819.257116803612,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,38.5,MODE_B,78,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,54671.337535953106,5328.662464046876,59999.999999999985,0.6631832047247168
Equal Fleet Allocation,38.954724730288405,MODE_B,78,0.45472473028840155,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,54208.05911768778,5791.940882312202,59999.99999999998,0.6677644013610184
Equal Fleet Allocation,39.0,MODE_B,79,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,54163.052229241715,5836.947770758265,59999.99999999998,0.6677644013610184
Equal Fleet Allocation,39.5,MODE_B,80,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,53666.01611291646,6333.983887083515,59999.99999999998,0.6677644013610184
Equal Fleet Allocation,40.0,MODE_B,81,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,53168.97999659121,6831.020003408765,59999.99999999997,0.6677644013610184
Equal Fleet Allocation,40.5,MODE_B,82,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,52671.94388026596,7328.056119734015,59999.99999999997,0.6677644013610184
Equal Fleet Allocation,41.0,MODE_B,83,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,52174.907763940704,7825.092236059265,59999.99999999997,0.6677644013610184
Equal Fleet Allocation,41.5,MODE_B,84,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,51677.87164761545,8322.128352384516,59999.99999999997,0.6677644013610184
Equal Fleet Allocation,42.0,MODE_B,85,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,51180.8355312902,8819.164468709767,59999.99999999996,0.6677644013610184
Equal Fleet Allocation,42.5,MODE_B,86,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,50683.799414964946,9316.200585035018,59999.99999999996,0.6677644013610184
Equal Fleet Allocation,43.0,MODE_B,87,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,50186.76329863969,9813.236701360269,59999.99999999996,0.6677644013610184
Equal Fleet Allocation,43.5,MODE_B,88,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,49689.72718231444,10310.27281768552,59999.999999999956,0.6677644013610184
Equal Fleet Allocation,43.63051487158178,MODE_B,88,0.13051487158178202,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,49559.98597252704,10440.014027472915,59999.999999999956,0.6662251760256799
Equal Fleet Allocation,44.0,MODE_B,89,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,49189.61997328745,10810.380026712506,59999.999999999956,0.6662251760256799
Equal Fleet Allocation,44.5,MODE_B,90,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,48688.42794855679,11311.57205144317,59999.999999999956,0.6662251760256799
Equal Fleet Allocation,45.0,MODE_B,91,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,48187.23592382613,11812.764076173835,59999.99999999996,0.6662251760256799
Equal Fleet Allocation,45.5,MODE_B,92,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,47686.043899095464,12313.9561009045,59999.99999999996,0.6662251760256799
Equal Fleet Allocation,46.0,MODE_B,93,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,47184.8518743648,12815.148125635164,59999.99999999996,0.6662251760256799
Equal Fleet Allocation,46.5,MODE_B,94,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,46683.65984963414,13316.340150365828,59999.99999999997,0.6662251760256799
Equal Fleet Allocation,47.0,MODE_B,95,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,46182.46782490348,13817.532175096492,59999.99999999997,0.6662251760256799
Equal Fleet Allocation,47.5,MODE_B,96,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,45681.275800172814,14318.724199827157,59999.99999999997,0.6662251760256799
Equal Fleet Allocation,48.0,MODE_B,97,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,45180.08377544215,14819.91622455782,59999.99999999997,0.6662251760256799
Equal Fleet Allocation,48.5,MODE_B,98,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,44678.89175071149,15321.108249288485,59999.99999999997,0.6662251760256799
Equal Fleet Allocation,49.0,MODE_B,99,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,44177.69972598083,15822.30027401915,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,49.5,MODE_B,100,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,43676.507701250164,16323.492298749814,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,50.0,MODE_B,101,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,43175.3156765195,16824.684323480476,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,50.5,MODE_B,102,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,42674.12365178884,17325.87634821114,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,51.0,MODE_B,103,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,42172.93162705818,17827.0683729418,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,51.5,MODE_B,104,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,41671.739602327514,18328.260397672464,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,52.0,MODE_B,105,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,41170.54757759685,18829.452422403127,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,52.5,MODE_B,106,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,40669.35555286619,19330.64444713379,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,53.0,MODE_B,107,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,40168.16352813553,19831.83647186445,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,53.5,MODE_B,108,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,39666.971503404864,20333.028496595114,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,54.0,MODE_B,109,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,39165.7794786742,20834.220521325777,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,54.5,MODE_B,110,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,38664.58745394354,21335.41254605644,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,55.0,MODE_B,111,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,38163.39542921288,21836.6045707871,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,55.5,MODE_B,112,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,37662.203404482214,22337.796595517764,59999.99999999998,0.6662251760256799
Equal Fleet Allocation,55.90824890965706,MODE_B,112,0.40824890965706057,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,37252.981209232,22747.01879076798,59999.99999999998,0.671075168656184
Equal Fleet Allocation,56.0,MODE_B,113,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,37163.41433715637,22836.585662843605,59999.99999999997,0.671075168656184
Equal Fleet Allocation,56.5,MODE_B,114,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,36675.31729252807,23324.682707471908,59999.99999999997,0.671075168656184
Equal Fleet Allocation,57.0,MODE_B,115,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,36187.220247899764,23812.77975210021,59999.99999999997,0.671075168656184
Equal Fleet Allocation,57.21218977566297,MODE_B,115,0.2121897756629699,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,35980.08184309689,24019.918156903088,59999.99999999997,0.6741730860282047
Equal Fleet Allocation,57.5,MODE_B,116,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,35703.93790965808,24296.062090341893,59999.99999999997,0.6741730860282047
Equal Fleet Allocation,58.0,MODE_B,117,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,35224.205241934236,24775.794758065742,59999.99999999998,0.6741730860282047
Equal Fleet Allocation,58.5,MODE_B,118,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,34744.47257421039,25255.52742578959,59999.999999999985,0.6741730860282047
Equal Fleet Allocation,59.0,MODE_B,119,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,34264.739906486546,25735.26009351344,59999.999999999985,0.6741730860282047
Equal Fleet Allocation,59.5,MODE_B,120,0.0,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,33785.0072387627,26214.99276123729,59999.999999999985,0.6741730860282047
Equal Fleet Allocation,60.0,MODE_B,120,0.5,2700.0,5928750.0,2700.0,0.0,2700.0,5292368.421052632,2700.0,0.0,5400.0,11221118.421052631,5400.0,0.0,1.0,33305.274571038855,26694.725428961137,59999.999999999985,0.6741730860282047
